ssid,bssid,encryption,vendor,longitude,latitude
ThisIsNotATimeMachine,c4:6e:1f:86:d4:e6,[WPA2-PSK-CCMP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.65253981698887,49.8719553627154
FRITZ!Box 7490 CB,e0:28:6d:35:cd:5d,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6499737678332,49.8747813376902
Schrack&Tiedtke,e0:28:6d:c2:21:aa,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.65061437873692,49.874341293202
FRITZ!Box 7412,e8:df:70:b1:c6:3a,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64977011143304,49.8728350585957
kngaeste,00:1a:8c:2b:b4:01,[ESS],Sophos Ltd,8.64641635099841,49.8735277452938
***,00:1a:8c:7d:08:b0,[WPA2-PSK-CCMP][ESS],Sophos Ltd,8.64739966246917,49.8737017286143
kngaeste,00:1a:8c:7d:08:b1,[ESS],Sophos Ltd,8.64693920439288,49.873603708917
eduroam,00:a3:8e:28:53:ae,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.64822265633051,49.8737138233343
eduroam,00:a3:8e:28:a3:91,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.64830913520345,49.8717822660357
eduroam,00:a3:8e:32:3b:5e,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.64821610098099,49.8736826189607
eduroam,00:a3:8e:a2:92:de,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.64814045554832,49.873684373108
HeimatLoseWerbung,10:fe:ed:c2:63:46,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64666153565435,49.8766195637473
o2-WLAN50,5c:dc:96:c4:45:52,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64737591139804,49.8745076145836
StarWars,90:5c:44:a1:b2:02,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64873606374872,49.8731825276169
wl-dw,98:fc:11:b5:66:5c,[WPA2-PSK-CCMP][ESS][WPS],"Cisco-Linksys, LLC",8.64672091131014,49.8739828412284
Schimmelfische,ac:22:05:8e:2e:07,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64878963850409,49.8731626009636
***,00:1a:8c:2b:b4:00,[WPA2-PSK-CCMP][ESS],Sophos Ltd,8.64674046771385,49.8735554560808
kngaeste,00:1a:8c:7d:1d:41,[ESS],Sophos Ltd,8.64627121420996,49.8717208177426
eduroam,00:a3:8e:a2:92:d1,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.6473711650904,49.8744769636106
eduroam,00:a3:8e:d7:00:b1,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.64707495965791,49.873398668261
eduroam,00:a3:8e:d7:00:be,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.64761403330685,49.8741598185253
MHD,54:67:51:fc:64:a2,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64649703913953,49.8744568061686
EasyBox-CFF866,84:9c:a6:cf:f8:ec,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64488570141251,49.8730339178684
UPCC7CEDDB,90:5c:44:6d:2d:23,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64583617880718,49.8739697457132
UPC5486435,90:5c:44:99:f7:b7,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64779744497285,49.8735938578626
rutan,c8:0e:14:45:82:a0,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64754775457399,49.8735398108174
EasyBox-420114,e0:60:66:8c:92:14,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64646658682882,49.8722880706736
EasyBox-420114,e0:60:66:8c:92:16,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64770661137483,49.8736118739347
Gastzugang,e0:60:66:8c:92:17,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64759482998816,49.8736130225133
MyWay Schulung,00:a0:57:1a:db:32,[WPA2-PSK-CCMP][WPA-PSK-TKIP+CCMP][ESS],LANCOM Systems GmbH,8.64638746268725,49.8733504983568
MyWay,00:a0:57:29:e7:f3,[WPA2-PSK-CCMP][WPA-PSK-TKIP+CCMP][ESS],LANCOM Systems GmbH,8.64669063479895,49.8730581761256
MyWay,00:a0:57:2d:87:e9,[WPA2-PSK-CCMP][ESS],LANCOM Systems GmbH,8.64526757611527,49.8747229699505
DW,18:d6:c7:91:4a:12,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64538570961565,49.8745724529318
DW5G,18:d6:c7:91:4a:13,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64665627176327,49.8730953761833
TP-LINK_C526CC,30:b5:c2:c5:26:cc,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.6464962749501,49.8740658439111
Shu,50:c7:bf:80:4b:d7,[WPA2-PSK-CCMP][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.6453793632689,49.8745800871135
gigacube-7F3E,74:d2:1d:0a:7f:3e,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64779755235583,49.871672402835
EasyBox-273247,78:81:02:37:e7:ac,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64525591211701,49.8747408530443
130mbit2.4GHz,90:5c:44:98:83:11,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64628148692338,49.8746961956458
UPC5486435,90:5c:44:99:f7:c4,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.646690799466,49.873386530046
rutan,c8:0e:14:45:82:9f,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64617411127819,49.8733208021518
SAP-Corporate,d8:c7:c8:88:67:00,[WPA2-EAP-CCMP][ESS],Aruba Networks,8.64780718799426,49.8716474601294
SAP-Guest,d8:c7:c8:88:67:01,[ESS],Aruba Networks,8.64780718799426,49.8716474601294
SAP-Corporate,d8:c7:c8:88:71:50,[WPA2-EAP-CCMP][ESS],Aruba Networks,8.64665444773746,49.8730973484413
SAP-Guest,d8:c7:c8:88:71:51,[ESS],Aruba Networks,8.64677066439032,49.8729712110271
SAP-Internet,d8:c7:c8:88:71:52,[WPA2-EAP-CCMP][ESS],Aruba Networks,8.64671088840278,49.8730362109775
FRITZ!Box 7362 SL,08:96:d7:05:94:8c,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.64511466586181,49.8739611490002
***,20:b3:99:a5:83:e0,[WPA2-PSK-CCMP][ESS],Enterasys,8.6450891079796,49.8729144571915
KDA,20:b3:99:a5:83:e1,[WPA2-EAP-CCMP][ESS],Enterasys,8.64519886540358,49.872885509769
Telekom,20:b3:99:a5:83:e2,[ESS],Enterasys,8.64524346419569,49.8729179317715
UPCD75FE15,54:67:51:c4:b7:43,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64496922996936,49.8732042014012
UPCD75FE15,54:67:51:c4:b7:52,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64274863549589,49.8738728699145
EasyBox-CFF866,84:9c:a6:cf:f8:ea,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64542884705832,49.8731752566655
UPCD212DC7,ac:22:05:e4:fc:60,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64520474119976,49.8730921062419
UPCD212DC7,ac:22:05:e4:fc:85,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64506609094873,49.8730894309199
Runkelrieweroppmaschin,e0:60:66:73:ea:02,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64553195216569,49.8724824881847
666-Lesbisches-Peitschen-Inferno,f8:23:b2:0a:99:60,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64564077682914,49.8703618962963
Alin-PC,14:cc:20:62:b6:cd,[WPA2-PSK-CCMP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64767510314117,49.8730924211555
TP-LINK_5GHz_alin,14:cc:20:62:b6:cf,[WPA2-PSK-CCMP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64477684508899,49.8729166807214
Patienten-WLAN,20:b3:99:a5:83:e3,[ESS],Enterasys,8.64521268302891,49.8729032166019
Darmstadt,38:10:d5:3e:a1:b7,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64478178896347,49.8729168988502
NSA Observation-Van,38:10:d5:96:37:91,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64637003615495,49.8729060653655
WLAN-VTU6R7,84:47:65:8e:1b:dc,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64643301180711,49.873164617696
UPC67FAED2,90:5c:44:5b:5d:4f,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64602172107615,49.8728981416477
UPC386447C,90:5c:44:cb:fd:c8,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64594581899376,49.8729956466939
UPC386447C,90:5c:44:cb:fd:f4,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64595341174329,49.8735518064814
WLAN-310979,94:4a:0c:c3:52:13,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.64547229067291,49.8729887069814
WLAN-389445_EXT,9c:d3:6d:ae:21:32,[WPA2-PSK-CCMP][ESS][WPS],NETGEAR,8.64711152447288,49.8728616686276
UPC9DEFDBF,ac:22:05:a3:a6:48,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64580480905854,49.873004166253
UPC9DEFDBF,ac:22:05:a3:a6:51,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64543693703851,49.8732906797004
Reinheimer-Gast,b8:ec:a3:98:f7:4e,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64595796383831,49.8728411365336
WLAN-298FMH,d0:6f:82:d3:e3:70,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64538414909542,49.8736993340856
WLAN-389445,d4:21:22:9c:83:f5,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.64566664295218,49.8730594000896
FRITZ!Box 7490,e0:28:6d:b5:d3:ce,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64611598218976,49.8724033676778
FRITZ!Box 7490,e0:28:6d:b5:d3:cf,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6467357946698,49.8721654284209
Ich hab dich im Radio gesehen!,e0:60:66:c3:74:18,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64789847701132,49.8738822438988
o2-WLAN99,e4:3e:d7:80:26:3f,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Corporation,8.64607163258754,49.8722919108878
o2-WLAN99,e4:3e:d7:80:26:43,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Corporation,8.64586624395447,49.8735166141486
C:/VIRUS.exe,f4:e3:fb:8e:93:69,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64789847701132,49.8738822438988
MRPINK,08:95:2a:5b:82:a2,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],Technicolor CH USA Inc.,8.6461622065437,49.8732002609225
FUNK,34:81:c4:d7:b3:9d,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.64774642655902,49.8716194176016
Darmstadt,38:10:d5:3e:a1:b6,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64355529759565,49.873437919249
UPC1347065,44:32:c8:9d:51:4d,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Technicolor CH USA Inc.,8.64617035988713,49.8729415233484
UPC385F3C9,54:67:51:c4:e8:f1,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64575030605862,49.8726283338768
UPC3400278,58:23:8c:00:58:ad,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Technicolor CH USA Inc.,8.64661538195261,49.8715803734321
RadioActive12,5c:49:79:8a:e2:fd,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64566714141899,49.8731304802411
WLAN-Reinheimer,6c:19:8f:07:9a:c8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][WPS],D-Link International,8.64600716978958,49.8734252800406
Alpenveilchen,78:94:b4:38:eb:52,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64577048239087,49.8730627082141
WLAN-VTU6R7,84:47:65:8e:1b:d9,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64604100561763,49.8731996352389
UPC2749732,88:f7:c7:4d:e2:5b,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Technicolor CH USA Inc.,8.64498919441951,49.8729315909737
UPC67FAED2,90:5c:44:5b:5d:5d,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64576520862883,49.8728828765327
EasyBox-394351,94:4a:0c:82:9d:ae,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64537690476371,49.8727502179264
o2-WLAN04,a0:e4:cb:29:39:85,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64560978445316,49.8722374145745
EasyBox-185205,b4:a5:ef:09:fc:c4,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.64593558660787,49.8723599933656
ZYXEL-330-5G,b8:ec:a3:98:f7:4c,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64615714275711,49.872910916929
FRITZ!Box 7490,cc:ce:1e:31:ab:60,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64572808969641,49.8726181056856
WLAN-393831,d0:05:2a:77:ab:c1,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Corporation,8.64594449429717,49.8724309424864
WLAN-393831,d0:05:2a:77:ab:c3,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Corporation,8.6459236749575,49.872265117585
Telekom_FON,d0:05:2a:77:ab:c4,[ESS],Arcadyan Corporation,8.64590240847023,49.8720957300207
WLAN-298FMH,d0:6f:82:d3:e3:73,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.6461357033596,49.873080137735
WLAN-389445,d4:21:22:9c:83:f3,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.64583538721117,49.8730483000629
Telekom_FON,d4:21:22:9c:83:f4,[ESS],Sercomm Corporation,8.64602505842706,49.873480881622
Telekom_FON,d4:21:22:9c:83:f6,[ESS],Sercomm Corporation,8.64584251121916,49.8730324791795
FRITZ!Box 7560 OS,e0:28:6d:cb:5b:30,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64591505472382,49.8721964575673
WLAN-815398,e0:60:66:a1:d4:fb,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.64669668593415,49.8734683610901
Abydos,e4:3e:d7:4f:83:49,[WPA2-PSK-CCMP][WPA-PSK-CCMP][ESS],Arcadyan Corporation,8.6470353796442,49.8730890992203
Arcor-457735,00:1d:19:45:77:3d,[WPA2-PSK-CCMP][ESS],Arcadyan Technology Corporation,8.64688499192996,49.8734067218386
FUNK,34:81:c4:d7:b3:9e,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.64568830548824,49.8735227691784
ilot,38:10:d5:f0:37:83,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64607390948925,49.8730051080729
UPC385F3C9,54:67:51:c4:e8:fc,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64439176148155,49.8727079282107
Alpenveilchen,78:94:b4:38:eb:50,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation.,8.6459402680312,49.8737397327844
WLAN-644E49,88:03:55:64:4e:6c,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64438231010035,49.8710129098155
EasyBox-262691,94:4a:0c:33:4d:b4,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.6459057825153,49.8733251233258
EasyBox-394351,94:4a:0c:82:9d:ac,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64511004542246,49.8728893692233
o2-WLAN33,9c:80:df:8a:54:95,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64530982880206,49.8729516235558
Turn Down for What,9c:c7:a6:67:17:33,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.64597194983872,49.8730350564997
FUNK,c4:e9:84:47:f3:21,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64612548973463,49.8736269091031
FRITZ!Box 7430 XJ,cc:ce:1e:6a:bc:48,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64555881286443,49.8728208417905
FRITZ!Box 7430 YO,cc:ce:1e:d8:4e:5e,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64538161687329,49.8723059262978
dasNetzwerk2.0,cc:ce:1e:fb:14:a0,[WPA2-PSK-CCMP][ESS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64557622430104,49.873286647024
WLAN-828013,d4:21:22:51:6b:63,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.64611401705504,49.8718665865991
WLAN-828013,d4:21:22:51:6b:65,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.64568603162494,49.8726586068034
FRITZ!Box 7580 MR,e0:28:6d:69:de:55,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64553331805132,49.8725320244117
***,e0:60:66:af:fa:de,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64557357702149,49.8729803597084
ZentrumDerLust,14:9d:09:f4:5b:f0,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64780993213234,49.8728308238867
Nicht verbunden,1c:c6:3c:60:3e:78,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64725606481988,49.8732748049282
FRITZ!Box Fon WLAN 7390,24:65:11:77:b7:f6,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM GmbH,8.64665676098994,49.8725809451896
FRITZ!Box 7490,5c:49:79:69:6a:da,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64751971609914,49.8722296273324
T-Online.de,9c:c7:a6:44:07:ee,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM GmbH,8.64575355473945,49.8720734804681
o2-WLAN04,a0:e4:cb:29:39:86,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64544040464739,49.8727791021712
FRITZ!Box Fon WLAN 7320,bc:05:43:e2:8e:3e,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM GmbH,8.64569596028775,49.8730120369975
FRITZ!Box 6490 Cable,e0:28:6d:51:14:a4,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64632165926036,49.8736498701845
ZYXEL-232-5G,1c:74:0d:b1:d9:8c,[WPA2-PSK-CCMP][ESS][WPS],Zyxel Communications Corporation,8.64576519314723,49.8720671933712
FRITZ!Box Fon WLAN 7390,24:65:11:77:b7:f5,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM GmbH,8.64558780916202,49.8726372471974
domowy,cc:ce:1e:73:94:62,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64570902232307,49.8722821334887
***,e0:60:66:af:fa:dc,[WPA2-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.64613901793352,49.874116029795
FRITZ!Box 7362 SL,e0:28:6d:1e:bc:2b,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6462181676385,49.872825655139
FRITZ!Box 7580 MR,e0:28:6d:69:de:56,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64611274257587,49.8719860135647
FBHM,5c:49:79:a4:da:9a,[WPA2-PSK-CCMP][ESS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64605445566025,49.873765696429
domowy,84:9c:a6:e5:82:79,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64614240270892,49.8719922524065
FRITZ!Box Fon WLAN 7360,c8:0e:14:c5:35:08,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64610399095219,49.8716863237385
Menetekel on Air,cc:ce:1e:f8:09:68,[WPA2-PSK-CCMP][ESS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.647407600534,49.8728941948779
FRITZ!Box 7580 MR,e8:df:70:b9:62:84,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64611274257587,49.8719860135647
WLAN-8JWVP8,24:00:ba:61:a5:5e,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64478292528781,49.8734936734915
WLAN-444323,94:4a:0c:d9:c2:93,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.64559785742285,49.8741656492121
WLAN-077134,94:4a:0c:dc:f8:5b,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.6444252476373,49.8733038563152
WLAN-601A21,9c:80:df:60:1a:bb,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64729412076118,49.8709570224956
WLAN M9,34:81:c4:d7:49:77,[WPA2-PSK-CCMP][ESS][WPS],AVM GmbH,8.6489799330031,49.8726544329452
WLAN-496TCT,50:04:b8:8a:40:04,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64409648089501,49.8730559478036
UPC983CDBE,ac:22:05:5d:76:f6,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.6476201263525,49.8708342955178
WLAN-867600,e0:60:66:41:06:73,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.64596336072526,49.8710308322125
WLAN-835148,94:4a:0c:dd:2c:bb,[WPA2-PSK-CCMP][ESS][WPS],Sercomm Corporation,8.64647937606991,49.8708964328457
FRITZ!Box 7330 SL,9c:c7:a6:62:14:73,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],AVM GmbH,8.64617986114026,49.8711306860863
rp1998,ac:22:05:a0:4b:58,[WPA-PSK-None+None][WPA2-PSK-CCMP+TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.6461523249558,49.8709113785058
Titus@home,00:9a:cd:e6:f1:2e,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64598188888671,49.8705707349468
Telekom_FON,00:9a:cd:e6:f1:2f,[ESS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64658838929779,49.8707235330407
Wunderkiste 4,50:04:b8:8d:d5:e3,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64441258104953,49.8729144924918
gigacube_5G-D5E3,50:04:b8:8d:d5:e5,[WPA2-PSK-CCMP][ESS][WPS],"HUAWEI TECHNOLOGIES CO.,LTD",8.64457410594663,49.8729477488852
EasyBox-862E12,4c:09:d4:86:2e:a4,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],Arcadyan Technology Corporation,8.64711101664583,49.8733427271698
***,20:b3:99:a5:83:e8,[WPA2-PSK-CCMP][ESS],Enterasys,8.6456813233025,49.8715698088568
KDA,20:b3:99:a5:83:e9,[WPA2-EAP-CCMP][ESS],Enterasys,8.6456813233025,49.8715698088568
Telekom,20:b3:99:a5:83:ea,[ESS],Enterasys,8.6456813233025,49.8715698088568
Patienten-WLAN,20:b3:99:a5:83:eb,[ESS],Enterasys,8.64485701635534,49.8747148393969
Telekom,20:b3:99:a5:87:fa,[ESS],Enterasys,8.64555673292887,49.8715250530481
Cappubar,5c:49:79:25:ec:b1,[WPA2-PSK-CCMP][ESS][WPS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64574141843653,49.8713288041144
UPC8C4DEE4,ac:22:05:e4:fc:50,[WPA2-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],"Compal Broadband Networks, Inc.",8.64489826119859,49.8733834222027
WLAN-891712,1c:c6:3c:89:17:86,[WPA2-PSK-CCMP][ESS][WPS],Arcadyan Technology Corporation,8.64355060147949,49.873035054579
KDA,20:b3:99:44:ca:39,[WPA2-EAP-CCMP][ESS],Enterasys,8.64551438276704,49.8707798681764
